date,Ticker,BDH_Value,Return
5/29/2012,M9WO0RE Index,177.2003,0.008261815
5/30/2012,M9WO0RE Index,174.6236,-0.014541172
5/31/2012,M9WO0RE Index,174.6499,1.51E-04
6/1/2012,M9WO0RE Index,172.2061,-0.013992565
6/4/2012,M9WO0RE Index,169.7564,-0.014225396
6/5/2012,M9WO0RE Index,171.7751,0.011891746
6/6/2012,M9WO0RE Index,177.5097,0.03338435
6/7/2012,M9WO0RE Index,176.9868,-0.002945755
6/8/2012,M9WO0RE Index,177.2868,0.001695042
6/11/2012,M9WO0RE Index,175.8225,-0.008259498
6/12/2012,M9WO0RE Index,177.2532,0.008137184
6/13/2012,M9WO0RE Index,176.6842,-0.003210097
6/14/2012,M9WO0RE Index,177.8182,0.006418231
6/15/2012,M9WO0RE Index,179.5242,0.009594069
6/18/2012,M9WO0RE Index,180.6566,0.006307785
6/19/2012,M9WO0RE Index,182.1746,0.008402682
6/20/2012,M9WO0RE Index,182.4476,0.001498562
6/21/2012,M9WO0RE Index,179.6785,-0.015177509
6/22/2012,M9WO0RE Index,179.8424,9.12E-04
6/25/2012,M9WO0RE Index,178.9429,-0.005001601
6/26/2012,M9WO0RE Index,179.608,0.003716828
6/27/2012,M9WO0RE Index,181.1888,0.00880139
6/28/2012,M9WO0RE Index,181.9139,0.004001903
6/29/2012,M9WO0RE Index,185.7292,0.020973109
7/2/2012,M9WO0RE Index,187.9464,0.011937811
7/3/2012,M9WO0RE Index,189.1586,0.006449711
7/4/2012,M9WO0RE Index,189.8749,0.003786769
7/5/2012,M9WO0RE Index,188.6443,-0.006481109
7/6/2012,M9WO0RE Index,188.3012,-0.001818767
7/9/2012,M9WO0RE Index,188.0323,-0.001428031
7/10/2012,M9WO0RE Index,186.6802,-0.007190786
7/11/2012,M9WO0RE Index,187.8098,0.00605099
7/12/2012,M9WO0RE Index,186.9336,-0.004665358
7/13/2012,M9WO0RE Index,188.7798,0.009876234
7/16/2012,M9WO0RE Index,189.8138,0.005477281
7/17/2012,M9WO0RE Index,192.0076,0.011557642
7/18/2012,M9WO0RE Index,190.9977,-0.005259688
7/19/2012,M9WO0RE Index,191.4371,0.002300551
7/20/2012,M9WO0RE Index,190.2008,-0.006457996
7/23/2012,M9WO0RE Index,188.3589,-0.009683976
7/24/2012,M9WO0RE Index,186.8296,-0.008119075
7/25/2012,M9WO0RE Index,187.2003,0.001984161
7/26/2012,M9WO0RE Index,189.178,0.01056462
7/27/2012,M9WO0RE Index,191.7158,0.013414879
7/30/2012,M9WO0RE Index,193.5211,0.009416543
7/31/2012,M9WO0RE Index,193.5824,3.17E-04
8/1/2012,M9WO0RE Index,193.5812,-6.20E-06
8/2/2012,M9WO0RE Index,193.3638,-0.001123043
8/3/2012,M9WO0RE Index,195.038,0.008658291
8/6/2012,M9WO0RE Index,195.2903,0.001293594
8/7/2012,M9WO0RE Index,194.3012,-0.005064768
8/8/2012,M9WO0RE Index,193.7484,-0.002845067
8/9/2012,M9WO0RE Index,192.7802,-0.004997203
8/10/2012,M9WO0RE Index,192.7488,-1.63E-04
8/13/2012,M9WO0RE Index,192.9005,7.87E-04
8/14/2012,M9WO0RE Index,193.1693,0.001393465
8/15/2012,M9WO0RE Index,192.8625,-0.001588244
8/16/2012,M9WO0RE Index,193.515,0.003383239
8/17/2012,M9WO0RE Index,194.3652,0.004393458
8/20/2012,M9WO0RE Index,193.4718,-0.004596502
8/21/2012,M9WO0RE Index,193.7841,0.001614189
8/22/2012,M9WO0RE Index,193.5988,-9.56E-04
8/23/2012,M9WO0RE Index,193.9831,0.001985033
8/24/2012,M9WO0RE Index,193.8414,-7.30E-04
8/27/2012,M9WO0RE Index,193.6895,-7.84E-04
8/28/2012,M9WO0RE Index,193.8206,6.77E-04
8/29/2012,M9WO0RE Index,193.8875,3.45E-04
8/30/2012,M9WO0RE Index,192.6185,-0.006545033
8/31/2012,M9WO0RE Index,192.6521,1.74E-04
9/3/2012,M9WO0RE Index,193.8987,0.006470731
9/4/2012,M9WO0RE Index,193.6689,-0.001185155
9/5/2012,M9WO0RE Index,193.3137,-0.001834058
9/6/2012,M9WO0RE Index,194.887,0.008138585
9/7/2012,M9WO0RE Index,196.8659,0.010154089
9/10/2012,M9WO0RE Index,195.8413,-0.005204558
9/11/2012,M9WO0RE Index,196.7891,0.004839633
9/12/2012,M9WO0RE Index,198.0425,0.006369255
9/13/2012,M9WO0RE Index,199.4771,0.0072439
9/14/2012,M9WO0RE Index,201.5009,0.010145525
9/17/2012,M9WO0RE Index,200.948,-0.002743908
9/18/2012,M9WO0RE Index,199.7249,-0.006086649
9/19/2012,M9WO0RE Index,199.8283,5.18E-04
9/20/2012,M9WO0RE Index,197.2191,-0.01305721
9/21/2012,M9WO0RE Index,197.9476,0.003693861
9/24/2012,M9WO0RE Index,197.7653,-9.21E-04
9/25/2012,M9WO0RE Index,196.6546,-0.005616253
9/26/2012,M9WO0RE Index,196.4862,-8.56E-04
9/27/2012,M9WO0RE Index,197.6387,0.005865552
9/28/2012,M9WO0RE Index,196.6209,-0.005149801
10/1/2012,M9WO0RE Index,195.3961,-0.006229246
10/2/2012,M9WO0RE Index,196.2581,0.004411552
10/3/2012,M9WO0RE Index,197.0256,0.003910667
10/4/2012,M9WO0RE Index,197.556,0.002692036
10/5/2012,M9WO0RE Index,197.8777,0.001628399
10/8/2012,M9WO0RE Index,197.1545,-0.003654783
10/9/2012,M9WO0RE Index,196.3331,-0.004166276
10/10/2012,M9WO0RE Index,196.5739,0.001226487
10/11/2012,M9WO0RE Index,196.0851,-0.002486597
10/12/2012,M9WO0RE Index,195.9687,-5.94E-04
10/15/2012,M9WO0RE Index,197.1792,0.006177007
10/16/2012,M9WO0RE Index,198.8712,0.008581027
10/17/2012,M9WO0RE Index,199.4299,0.002809356
10/18/2012,M9WO0RE Index,200.7631,0.006685056
10/19/2012,M9WO0RE Index,199.2914,-0.00733053
10/22/2012,M9WO0RE Index,198.7697,-0.002617775
10/23/2012,M9WO0RE Index,197.71,-0.005331295
10/24/2012,M9WO0RE Index,197.8077,4.94E-04
10/25/2012,M9WO0RE Index,198.2066,0.002016605
10/26/2012,M9WO0RE Index,197.0805,-0.005681446
10/29/2012,M9WO0RE Index,196.5477,-0.002703464
10/30/2012,M9WO0RE Index,196.2542,-0.001493276
10/31/2012,M9WO0RE Index,198.1004,0.009407187
11/1/2012,M9WO0RE Index,198.3988,0.001506307
11/2/2012,M9WO0RE Index,199.3131,0.004608395
11/5/2012,M9WO0RE Index,198.6502,-0.003325923
11/6/2012,M9WO0RE Index,199.349,0.003517741
11/7/2012,M9WO0RE Index,199.2296,-5.99E-04
11/8/2012,M9WO0RE Index,196.7823,-0.012283817
11/9/2012,M9WO0RE Index,195.8649,-0.004662005
11/12/2012,M9WO0RE Index,195.5061,-0.001831875
11/13/2012,M9WO0RE Index,194.7406,-0.003915479
11/14/2012,M9WO0RE Index,193.4495,-0.006629845
11/15/2012,M9WO0RE Index,192.0877,-0.007039563
11/16/2012,M9WO0RE Index,193.379,0.00672245
11/19/2012,M9WO0RE Index,195.0661,0.008724319
11/20/2012,M9WO0RE Index,195.3452,0.001430797
11/21/2012,M9WO0RE Index,195.1612,-9.42E-04
11/22/2012,M9WO0RE Index,195.6742,0.002628596
11/23/2012,M9WO0RE Index,198.2754,0.013293526
11/26/2012,M9WO0RE Index,197.4924,-0.003949053
11/27/2012,M9WO0RE Index,197.4013,-4.61E-04
11/28/2012,M9WO0RE Index,197.3457,-2.82E-04
11/29/2012,M9WO0RE Index,198.0243,0.003438636
11/30/2012,M9WO0RE Index,198.6932,0.003377868
12/3/2012,M9WO0RE Index,199.2586,0.002845593
12/4/2012,M9WO0RE Index,199.5466,0.001445358
12/5/2012,M9WO0RE Index,199.3852,-8.09E-04
12/6/2012,M9WO0RE Index,199.4205,1.77E-04
12/7/2012,M9WO0RE Index,201.2684,0.009266349
12/10/2012,M9WO0RE Index,201.6411,0.001851756
12/11/2012,M9WO0RE Index,201.4666,-8.65E-04
12/12/2012,M9WO0RE Index,202.5177,0.005217242
12/13/2012,M9WO0RE Index,200.6424,-0.009259931
12/14/2012,M9WO0RE Index,202.3794,0.008657193
12/17/2012,M9WO0RE Index,202.2487,-6.46E-04
12/18/2012,M9WO0RE Index,203.7527,0.007436389
12/19/2012,M9WO0RE Index,203.7208,-1.57E-04
12/20/2012,M9WO0RE Index,205.9612,0.010997404
12/21/2012,M9WO0RE Index,205.0051,-0.004642136
12/24/2012,M9WO0RE Index,204.9546,-2.46E-04
12/25/2012,M9WO0RE Index,205.1463,9.35E-04
12/26/2012,M9WO0RE Index,204.9385,-0.001012936
12/27/2012,M9WO0RE Index,205.4242,0.002369979
12/28/2012,M9WO0RE Index,204.6376,-0.00382915
12/31/2012,M9WO0RE Index,205.6363,0.004880335
1/1/2013,M9WO0RE Index,205.7921,7.58E-04
1/2/2013,M9WO0RE Index,207.1922,0.006803468
1/3/2013,M9WO0RE Index,207.7494,0.00268929
1/4/2013,M9WO0RE Index,208.5439,0.003824319
1/7/2013,M9WO0RE Index,208.9903,0.002140556
1/8/2013,M9WO0RE Index,207.6956,-0.006195024
1/9/2013,M9WO0RE Index,209.7301,0.009795585
1/10/2013,M9WO0RE Index,211.2156,0.007082913
1/11/2013,M9WO0RE Index,210.2551,-0.004547486
1/14/2013,M9WO0RE Index,210.0945,-7.64E-04
1/15/2013,M9WO0RE Index,211.1009,0.004790225
1/16/2013,M9WO0RE Index,210.367,-0.003476537
1/17/2013,M9WO0RE Index,210.282,-4.04E-04
1/18/2013,M9WO0RE Index,211.5455,0.006008598
1/21/2013,M9WO0RE Index,211.2408,-0.001440352
1/22/2013,M9WO0RE Index,212.475,0.005842621
1/23/2013,M9WO0RE Index,211.9172,-0.00262525
1/24/2013,M9WO0RE Index,211.9279,5.05E-05
1/25/2013,M9WO0RE Index,212.1644,0.001115946
1/28/2013,M9WO0RE Index,212.2329,3.23E-04
1/29/2013,M9WO0RE Index,212.4722,0.001127535
1/30/2013,M9WO0RE Index,212.4569,-7.20E-05
1/31/2013,M9WO0RE Index,211.4992,-0.004507738
2/1/2013,M9WO0RE Index,210.9655,-0.002523414
2/4/2013,M9WO0RE Index,210.5478,-0.001979945
2/5/2013,M9WO0RE Index,209.5893,-0.00455241
2/6/2013,M9WO0RE Index,209.4335,-7.43E-04
2/7/2013,M9WO0RE Index,209.5372,4.95E-04
2/8/2013,M9WO0RE Index,210.1628,0.002985627
2/11/2013,M9WO0RE Index,210.622,0.002184973
2/12/2013,M9WO0RE Index,211.5032,0.004183798
2/13/2013,M9WO0RE Index,211.454,-2.33E-04
2/14/2013,M9WO0RE Index,210.6936,-0.003596054
2/15/2013,M9WO0RE Index,210.0197,-0.003198483
2/18/2013,M9WO0RE Index,210.5454,0.002503099
2/19/2013,M9WO0RE Index,212.4036,0.00882565
2/20/2013,M9WO0RE Index,210.9155,-0.007006002
2/21/2013,M9WO0RE Index,208.7587,-0.010225896
2/22/2013,M9WO0RE Index,210.4792,0.008241573
2/25/2013,M9WO0RE Index,208.4658,-0.009565791
2/26/2013,M9WO0RE Index,208.9503,0.002324122
2/27/2013,M9WO0RE Index,210.6838,0.008296231
2/28/2013,M9WO0RE Index,212.6724,0.009438789
3/1/2013,M9WO0RE Index,213.9423,0.005971156
3/4/2013,M9WO0RE Index,213.8664,-3.55E-04
3/5/2013,M9WO0RE Index,214.6344,0.003591027
3/6/2013,M9WO0RE Index,214.5812,-2.48E-04
3/7/2013,M9WO0RE Index,214.7116,6.08E-04
3/8/2013,M9WO0RE Index,214.5825,-6.01E-04
3/11/2013,M9WO0RE Index,215.4108,0.003860054
3/12/2013,M9WO0RE Index,214.36,-0.004878121
3/13/2013,M9WO0RE Index,214.0716,-0.0013454
3/14/2013,M9WO0RE Index,215.8208,0.008171098
3/15/2013,M9WO0RE Index,215.498,-0.001495685
3/18/2013,M9WO0RE Index,213.2072,-0.010630261
3/19/2013,M9WO0RE Index,212.2643,-0.004422459
3/20/2013,M9WO0RE Index,212.7601,0.002335767
3/21/2013,M9WO0RE Index,212.1629,-0.002806917
3/22/2013,M9WO0RE Index,212.9249,0.00359158
3/25/2013,M9WO0RE Index,213.8846,0.004507223
3/26/2013,M9WO0RE Index,214.9289,0.004882539
3/27/2013,M9WO0RE Index,215.9333,0.004673173
3/28/2013,M9WO0RE Index,216.0103,3.57E-04
3/29/2013,M9WO0RE Index,215.5938,-0.001928149
4/1/2013,M9WO0RE Index,215.075,-0.002406377
4/2/2013,M9WO0RE Index,217.7001,0.01220551
4/3/2013,M9WO0RE Index,217.5806,-5.49E-04
4/4/2013,M9WO0RE Index,220.1445,0.011783679
4/5/2013,M9WO0RE Index,221.9329,0.008123755
4/8/2013,M9WO0RE Index,223.958,0.00912483
4/9/2013,M9WO0RE Index,223.7285,-0.001024746
4/10/2013,M9WO0RE Index,224.4207,0.003093929
4/11/2013,M9WO0RE Index,226.6613,0.009983928
4/12/2013,M9WO0RE Index,228.9566,0.010126563
4/15/2013,M9WO0RE Index,225.1673,-0.016550298
4/16/2013,M9WO0RE Index,227.3337,0.00962129
4/17/2013,M9WO0RE Index,225.5457,-0.00786509
4/18/2013,M9WO0RE Index,225.0222,-0.002321037
4/19/2013,M9WO0RE Index,227.5188,0.011094905
4/22/2013,M9WO0RE Index,227.8456,0.001436365
4/23/2013,M9WO0RE Index,227.8434,-9.66E-06
4/24/2013,M9WO0RE Index,229.8422,0.008772692
4/25/2013,M9WO0RE Index,229.8942,2.26E-04
4/26/2013,M9WO0RE Index,228.8696,-0.004456833
4/29/2013,M9WO0RE Index,230.0487,0.005151842
4/30/2013,M9WO0RE Index,231.9308,0.008181311
5/1/2013,M9WO0RE Index,231.6731,-0.001111107
5/2/2013,M9WO0RE Index,231.4499,-9.63E-04
5/3/2013,M9WO0RE Index,231.1266,-0.001396847
5/6/2013,M9WO0RE Index,232.129,0.004337017
5/7/2013,M9WO0RE Index,232.9411,0.003498486
5/8/2013,M9WO0RE Index,232.9239,-7.38E-05
5/9/2013,M9WO0RE Index,231.2638,-0.007127221
5/10/2013,M9WO0RE Index,230.6545,-0.002634654
5/13/2013,M9WO0RE Index,230.463,-8.30E-04
5/14/2013,M9WO0RE Index,229.3353,-0.004893193
5/15/2013,M9WO0RE Index,230.1664,0.003623951
5/16/2013,M9WO0RE Index,229.6875,-0.002080669
5/17/2013,M9WO0RE Index,231.2443,0.006777905
5/20/2013,M9WO0RE Index,232.0777,0.003603981
5/21/2013,M9WO0RE Index,232.116,1.65E-04
5/22/2013,M9WO0RE Index,227.6199,-0.019370056
5/23/2013,M9WO0RE Index,222.0873,-0.024306311
5/24/2013,M9WO0RE Index,220.8237,-0.005689654
5/27/2013,M9WO0RE Index,221.2029,0.001717207
5/28/2013,M9WO0RE Index,219.987,-0.005496763
5/29/2013,M9WO0RE Index,215.9938,-0.018151982
