"","date","Name","BDH_Value"
"1",2016-08-31,"M1BR0RL",1000
"2",2016-09-01,"M1BR0RL",1039.192
"3",2016-09-02,"M1BR0RL",1064.711
"4",2016-09-05,"M1BR0RL",1053.322
"5",2016-09-06,"M1BR0RL",1085.662
"6",2016-09-07,"M1BR0RL",1100.255
"7",2016-09-08,"M1BR0RL",1074.578
"8",2016-09-09,"M1BR0RL",1022.343
"9",2016-09-12,"M1BR0RL",1018.035
"10",2016-09-13,"M1BR0RL",983.3269
"11",2016-09-14,"M1BR0RL",980.3851
"12",2016-09-15,"M1BR0RL",1002.014
"13",2016-09-16,"M1BR0RL",1001.714
"14",2016-09-19,"M1BR0RL",1016.006
"15",2016-09-20,"M1BR0RL",1014.227
"16",2016-09-21,"M1BR0RL",1034.1
"17",2016-09-22,"M1BR0RL",1056.735
"18",2016-09-23,"M1BR0RL",1031.835
"19",2016-09-26,"M1BR0RL",1023.982
"20",2016-09-27,"M1BR0RL",1031.442
"21",2016-09-28,"M1BR0RL",1037.921
"22",2016-09-29,"M1BR0RL",1034.899
"23",2016-09-30,"M1BR0RL",1026.508
"24",2016-10-03,"M1BR0RL",1057.648
"25",2016-10-04,"M1BR0RL",1059.374
"26",2016-10-05,"M1BR0RL",1063.285
"27",2016-10-06,"M1BR0RL",1055.214
"28",2016-10-07,"M1BR0RL",1078.99
"29",2016-10-10,"M1BR0RL",1081.05
"30",2016-10-11,"M1BR0RL",1063.367
"31",2016-10-12,"M1BR0RL",1070.655
"32",2016-10-13,"M1BR0RL",1067.864
"33",2016-10-14,"M1BR0RL",1075.032
"34",2016-10-17,"M1BR0RL",1088.296
"35",2016-10-18,"M1BR0RL",1129.528
"36",2016-10-19,"M1BR0RL",1135.369
"37",2016-10-20,"M1BR0RL",1127.729
"38",2016-10-21,"M1BR0RL",1124.214
"39",2016-10-24,"M1BR0RL",1135.34
"40",2016-10-25,"M1BR0RL",1114.777
"41",2016-10-26,"M1BR0RL",1112.017
"42",2016-10-27,"M1BR0RL",1088.459
"43",2016-10-28,"M1BR0RL",1073.092
"44",2016-10-31,"M1BR0RL",1084
"45",2016-11-01,"M1BR0RL",1027.62
"46",2016-11-02,"M1BR0RL",1026.811
"47",2016-11-03,"M1BR0RL",1005.79
"48",2016-11-04,"M1BR0RL",1005.283
"49",2016-11-07,"M1BR0RL",1046.427
"50",2016-11-08,"M1BR0RL",1036.525
"51",2016-11-09,"M1BR0RL",1015.457
"52",2016-11-10,"M1BR0RL",912.317
"53",2016-11-11,"M1BR0RL",845.7094
"54",2016-11-14,"M1BR0RL",850.3785
"55",2016-11-15,"M1BR0RL",857.475
"56",2016-11-16,"M1BR0RL",867.8415
"57",2016-11-17,"M1BR0RL",865.7456
"58",2016-11-18,"M1BR0RL",868.1864
"59",2016-11-21,"M1BR0RL",888.5643
"60",2016-11-22,"M1BR0RL",876.1625
"61",2016-11-23,"M1BR0RL",864.0098
"62",2016-11-24,"M1BR0RL",865.4362
"63",2016-11-25,"M1BR0RL",867.5075
"64",2016-11-28,"M1BR0RL",874.8398
"65",2016-11-29,"M1BR0RL",849.2621
"66",2016-11-30,"M1BR0RL",882.851
"67",2016-12-01,"M1BR0RL",826.9747
"68",2016-12-02,"M1BR0RL",831.5879
"69",2016-12-05,"M1BR0RL",838.6916
"70",2016-12-06,"M1BR0RL",844.9629
"71",2016-12-07,"M1BR0RL",865.9814
"72",2016-12-08,"M1BR0RL",877.7223
"73",2016-12-09,"M1BR0RL",891.4557
"74",2016-12-12,"M1BR0RL",893.2817
"75",2016-12-13,"M1BR0RL",914.5645
"76",2016-12-14,"M1BR0RL",897.7079
"77",2016-12-15,"M1BR0RL",863.7649
"78",2016-12-16,"M1BR0RL",882.9613
"79",2016-12-19,"M1BR0RL",874.9682
"80",2016-12-20,"M1BR0RL",887.8524
"81",2016-12-21,"M1BR0RL",891.4736
"82",2016-12-22,"M1BR0RL",915.2433
"83",2016-12-23,"M1BR0RL",946.634
"84",2016-12-26,"M1BR0RL",952.379
"85",2016-12-27,"M1BR0RL",958.5618
"86",2016-12-28,"M1BR0RL",958.0621
"87",2016-12-29,"M1BR0RL",984.8014
"88",2016-12-30,"M1BR0RL",981.8513
"89",2017-01-02,"M1BR0RL",986.9536
"90",2017-01-03,"M1BR0RL",1032.773
"91",2017-01-04,"M1BR0RL",1047.744
"92",2017-01-05,"M1BR0RL",1069.119
"93",2017-01-06,"M1BR0RL",1059.061
"94",2017-01-09,"M1BR0RL",1066.384
"95",2017-01-10,"M1BR0RL",1058.709
"96",2017-01-11,"M1BR0RL",1043.912
"97",2017-01-12,"M1BR0RL",1139.907
"98",2017-01-13,"M1BR0RL",1123.875
"99",2017-01-16,"M1BR0RL",1114.27
"100",2017-01-17,"M1BR0RL",1112.877
"101",2017-01-18,"M1BR0RL",1093.046
"102",2017-01-19,"M1BR0RL",1090.412
"103",2017-01-20,"M1BR0RL",1103.719
"104",2017-01-23,"M1BR0RL",1142.785
"105",2017-01-24,"M1BR0RL",1145.252
"106",2017-01-25,"M1BR0RL",1143.32
"107",2017-01-26,"M1BR0RL",1135.49
"108",2017-01-27,"M1BR0RL",1138.073
"109",2017-01-30,"M1BR0RL",1126.044
"110",2017-01-31,"M1BR0RL",1175.172
"111",2017-02-01,"M1BR0RL",1188.488
"112",2017-02-02,"M1BR0RL",1187.914
"113",2017-02-03,"M1BR0RL",1218.939
"114",2017-02-06,"M1BR0RL",1213.307
"115",2017-02-07,"M1BR0RL",1207.931
"116",2017-02-08,"M1BR0RL",1223.514
"117",2017-02-09,"M1BR0RL",1230.526
"118",2017-02-10,"M1BR0RL",1253.607
"119",2017-02-13,"M1BR0RL",1242.918
"120",2017-02-14,"M1BR0RL",1230.286
"121",2017-02-15,"M1BR0RL",1279.131
"122",2017-02-16,"M1BR0RL",1260.614
"123",2017-02-17,"M1BR0RL",1239.407
"124",2017-02-20,"M1BR0RL",1253.172
"125",2017-02-21,"M1BR0RL",1279.317
"126",2017-02-22,"M1BR0RL",1274.138
"127",2017-02-23,"M1BR0RL",1250.582
"128",2017-02-24,"M1BR0RL",1218.667
"129",2017-02-27,"M1BR0RL",1214.104
"130",2017-02-28,"M1BR0RL",1214.104
"131",2017-03-01,"M1BR0RL",1223.689
"132",2017-03-02,"M1BR0RL",1214.643
"133",2017-03-03,"M1BR0RL",1204.473
"134",2017-03-06,"M1BR0RL",1210.8
"135",2017-03-07,"M1BR0RL",1221.91
"136",2017-03-08,"M1BR0RL",1197.642
"137",2017-03-09,"M1BR0RL",1181.375
"138",2017-03-10,"M1BR0RL",1200.666
"139",2017-03-13,"M1BR0RL",1210.588
"140",2017-03-14,"M1BR0RL",1201.758
"141",2017-03-15,"M1BR0RL",1235.563
"142",2017-03-16,"M1BR0RL",1220.711
"143",2017-03-17,"M1BR0RL",1191.267
"144",2017-03-20,"M1BR0RL",1211.677
"145",2017-03-21,"M1BR0RL",1199.124
"146",2017-03-22,"M1BR0RL",1185.286
"147",2017-03-23,"M1BR0RL",1177.021
"148",2017-03-24,"M1BR0RL",1184.886
"149",2017-03-27,"M1BR0RL",1171.642
"150",2017-03-28,"M1BR0RL",1182.869
"151",2017-03-29,"M1BR0RL",1204.162
"152",2017-03-30,"M1BR0RL",1194.054
"153",2017-03-31,"M1BR0RL",1182.907
"154",2017-04-03,"M1BR0RL",1206.949
"155",2017-04-04,"M1BR0RL",1207.133
"156",2017-04-05,"M1BR0RL",1218.958
"157",2017-04-06,"M1BR0RL",1192.823
"158",2017-04-07,"M1BR0RL",1185.781
"159",2017-04-10,"M1BR0RL",1176.893
"160",2017-04-11,"M1BR0RL",1180.94
"161",2017-04-12,"M1BR0RL",1179.502
"162",2017-04-13,"M1BR0RL",1180.186
"163",2017-04-14,"M1BR0RL",1180.186
"164",2017-04-17,"M1BR0RL",1214.504
"165",2017-04-18,"M1BR0RL",1225.506
"166",2017-04-19,"M1BR0RL",1172.123
"167",2017-04-20,"M1BR0RL",1174.085
"168",2017-04-21,"M1BR0RL",1172.034
"169",2017-04-24,"M1BR0RL",1182.016
"170",2017-04-25,"M1BR0RL",1200.627
"171",2017-04-26,"M1BR0RL",1166.699
"172",2017-04-27,"M1BR0RL",1157.465
"173",2017-04-28,"M1BR0RL",1162.591
"174",2017-05-01,"M1BR0RL",1170.587
"175",2017-05-02,"M1BR0RL",1179.514
"176",2017-05-03,"M1BR0RL",1178.53
"177",2017-05-04,"M1BR0RL",1166.744
"178",2017-05-05,"M1BR0RL",1207.275
"179",2017-05-08,"M1BR0RL",1189.236
"180",2017-05-09,"M1BR0RL",1218.389
"181",2017-05-10,"M1BR0RL",1256.521
"182",2017-05-11,"M1BR0RL",1278.528
"183",2017-05-12,"M1BR0RL",1278.227
"184",2017-05-15,"M1BR0RL",1284.504
"185",2017-05-16,"M1BR0RL",1319.518
"186",2017-05-17,"M1BR0RL",1311.274
"187",2017-05-18,"M1BR0RL",1059.441
"188",2017-05-19,"M1BR0RL",1081.84
"189",2017-05-22,"M1BR0RL",1027.558
"190",2017-05-23,"M1BR0RL",1065.573
"191",2017-05-24,"M1BR0RL",1105.717
"192",2017-05-25,"M1BR0RL",1090.695
"193",2017-05-26,"M1BR0RL",1122.749
"194",2017-05-29,"M1BR0RL",1117.986
"195",2017-05-30,"M1BR0RL",1111.233
"196",2017-05-31,"M1BR0RL",1111.654
"197",2017-06-01,"M1BR0RL",1106.933
"198",2017-06-02,"M1BR0RL",1096.799
"199",2017-06-05,"M1BR0RL",1086.046
"200",2017-06-06,"M1BR0RL",1123.5
"201",2017-06-07,"M1BR0RL",1142.767
"202",2017-06-08,"M1BR0RL",1124.741
"203",2017-06-09,"M1BR0RL",1127.702
"204",2017-06-12,"M1BR0RL",1105.831
"205",2017-06-13,"M1BR0RL",1101.235
"206",2017-06-14,"M1BR0RL",1126.402
"207",2017-06-15,"M1BR0RL",1129.188
"208",2017-06-16,"M1BR0RL",1134.177
"209",2017-06-19,"M1BR0RL",1145.57
"210",2017-06-20,"M1BR0RL",1103.527
"211",2017-06-21,"M1BR0RL",1106.078
"212",2017-06-22,"M1BR0RL",1086.396
"213",2017-06-23,"M1BR0RL",1083.469
"214",2017-06-26,"M1BR0RL",1098.901
"215",2017-06-27,"M1BR0RL",1094.625
"216",2017-06-28,"M1BR0RL",1089.445
"217",2017-06-29,"M1BR0RL",1081.648
"218",2017-06-30,"M1BR0RL",1096.879
"219",2017-07-03,"M1BR0RL",1104.795
"220",2017-07-04,"M1BR0RL",1108.054
"221",2017-07-05,"M1BR0RL",1103.397
"222",2017-07-06,"M1BR0RL",1080.114
"223",2017-07-07,"M1BR0RL",1098.457
"224",2017-07-10,"M1BR0RL",1126.54
"225",2017-07-11,"M1BR0RL",1146.249
"226",2017-07-12,"M1BR0RL",1191.756
"227",2017-07-13,"M1BR0RL",1219.537
"228",2017-07-14,"M1BR0RL",1221.317
"229",2017-07-17,"M1BR0RL",1211.961
"230",2017-07-18,"M1BR0RL",1238.696
"231",2017-07-19,"M1BR0RL",1228.088
"232",2017-07-20,"M1BR0RL",1239.028
"233",2017-07-21,"M1BR0RL",1251.317
"234",2017-07-24,"M1BR0RL",1260.468
"235",2017-07-25,"M1BR0RL",1252.717
"236",2017-07-26,"M1BR0RL",1241.87
"237",2017-07-27,"M1BR0RL",1245.518
"238",2017-07-28,"M1BR0RL",1278.773
"239",2017-07-31,"M1BR0RL",1282.863
"240",2017-08-01,"M1BR0RL",1290.742
"241",2017-08-02,"M1BR0RL",1316.243
"242",2017-08-03,"M1BR0RL",1299.499
"243",2017-08-04,"M1BR0RL",1299.499
"244",2017-08-07,"M1BR0RL",1311.57
"245",2017-08-08,"M1BR0RL",1295.649
"246",2017-08-09,"M1BR0RL",1282.69
"247",2017-08-10,"M1BR0RL",1261.077
"248",2017-08-11,"M1BR0RL",1272.574
"249",2017-08-14,"M1BR0RL",1264.241
"250",2017-08-15,"M1BR0RL",1263.694
"251",2017-08-16,"M1BR0RL",1262.697
"252",2017-08-17,"M1BR0RL",1247.747
"253",2017-08-18,"M1BR0RL",1259.804
"254",2017-08-21,"M1BR0RL",1266.862
"255",2017-08-22,"M1BR0RL",1283.271
"256",2017-08-23,"M1BR0RL",1286.324
"257",2017-08-24,"M1BR0RL",1284.461
"258",2017-08-25,"M1BR0RL",1302.067
"259",2017-08-28,"M1BR0RL",1302.714
"260",2017-08-29,"M1BR0RL",1299.306
"261",2017-08-30,"M1BR0RL",1301.536
"262",2017-08-31,"M1BR0RL",1306.589
"263",2017-09-01,"M1BR0RL",1300.067
"264",2017-09-04,"M1BR0RL",1287.451
"265",2017-09-05,"M1BR0RL",1309.651
"266",2017-09-06,"M1BR0RL",1353.641
"267",2017-09-07,"M1BR0RL",1360.958
"268",2017-09-08,"M1BR0RL",1375.864
"269",2017-09-11,"M1BR0RL",1386.55
"270",2017-09-12,"M1BR0RL",1368.658
"271",2017-09-13,"M1BR0RL",1377.377
"272",2017-09-14,"M1BR0RL",1393.638
"273",2017-09-15,"M1BR0RL",1454.047
"274",2017-09-18,"M1BR0RL",1438.2
"275",2017-09-19,"M1BR0RL",1437.754
"276",2017-09-20,"M1BR0RL",1409.432
"277",2017-09-21,"M1BR0RL",1390.988
"278",2017-09-22,"M1BR0RL",1382.811
"279",2017-09-25,"M1BR0RL",1349.452
"280",2017-09-26,"M1BR0RL",1341.104
"281",2017-09-27,"M1BR0RL",1319.697
"282",2017-09-28,"M1BR0RL",1304.943
"283",2017-09-29,"M1BR0RL",1331.935
"284",2017-10-02,"M1BR0RL",1333.065
"285",2017-10-03,"M1BR0RL",1360.387
"286",2017-10-04,"M1BR0RL",1370.211
"287",2017-10-05,"M1BR0RL",1350.479
"288",2017-10-06,"M1BR0RL",1319.232
"289",2017-10-09,"M1BR0RL",1319.037
"290",2017-10-10,"M1BR0RL",1335.277
"291",2017-10-11,"M1BR0RL",1336.881
"292",2017-10-12,"M1BR0RL",1334.499
"293",2017-10-13,"M1BR0RL",1341.086
"294",2017-10-16,"M1BR0RL",1332.302
"295",2017-10-17,"M1BR0RL",1313.868
"296",2017-10-18,"M1BR0RL",1334.329
"297",2017-10-19,"M1BR0RL",1308.707
"298",2017-10-20,"M1BR0RL",1288.41
"299",2017-10-23,"M1BR0RL",1265.948
"300",2017-10-24,"M1BR0RL",1247.481
"301",2017-10-25,"M1BR0RL",1259.553
"302",2017-10-26,"M1BR0RL",1233.858
"303",2017-10-27,"M1BR0RL",1238.484
"304",2017-10-30,"M1BR0RL",1219.887
"305",2017-10-31,"M1BR0RL",1193.72
"306",2017-11-01,"M1BR0RL",1207.759
"307",2017-11-02,"M1BR0RL",1208.498
"308",2017-11-03,"M1BR0RL",1182.358
"309",2017-11-06,"M1BR0RL",1182.206
"310",2017-11-07,"M1BR0RL",1160.582
"311",2017-11-08,"M1BR0RL",1220.762
"312",2017-11-09,"M1BR0RL",1196.823
"313",2017-11-10,"M1BR0RL",1174.698
"314",2017-11-13,"M1BR0RL",1147.766
"315",2017-11-14,"M1BR0RL",1130.567
"316",2017-11-15,"M1BR0RL",1126.984
"317",2017-11-16,"M1BR0RL",1159.672
"318",2017-11-17,"M1BR0RL",1174.252
"319",2017-11-20,"M1BR0RL",1180.254
"320",2017-11-21,"M1BR0RL",1199.351
"321",2017-11-22,"M1BR0RL",1185.213
"322",2017-11-23,"M1BR0RL",1195.84
"323",2017-11-24,"M1BR0RL",1209.634
"324",2017-11-27,"M1BR0RL",1220.884
"325",2017-11-28,"M1BR0RL",1206.877
"326",2017-11-29,"M1BR0RL",1178.255
"327",2017-11-30,"M1BR0RL",1147.525
"328",2017-12-01,"M1BR0RL",1171.175
"329",2017-12-04,"M1BR0RL",1203.162
"330",2017-12-05,"M1BR0RL",1190.686
"331",2017-12-06,"M1BR0RL",1198.995
"332",2017-12-07,"M1BR0RL",1160.343
"333",2017-12-08,"M1BR0RL",1153.888
"334",2017-12-11,"M1BR0RL",1160.593
"335",2017-12-12,"M1BR0RL",1157.156
"336",2017-12-13,"M1BR0RL",1161.205
"337",2017-12-14,"M1BR0RL",1136.617
"338",2017-12-15,"M1BR0RL",1143.219
"339",2017-12-18,"M1BR0RL",1166.865
"340",2017-12-19,"M1BR0RL",1147.756
"341",2017-12-20,"M1BR0RL",1144.15
"342",2017-12-21,"M1BR0RL",1163.893
"343",2017-12-22,"M1BR0RL",1146.169
"344",2017-12-25,"M1BR0RL",1146.169
"345",2017-12-26,"M1BR0RL",1152.547
"346",2017-12-27,"M1BR0RL",1162.994
"347",2017-12-28,"M1BR0RL",1182.875
"348",2017-12-29,"M1BR0RL",1178.257
"349",2018-01-01,"M1BR0RL",1178.257
"350",2018-01-02,"M1BR0RL",1186.163
"351",2018-01-03,"M1BR0RL",1189.206
"352",2018-01-04,"M1BR0RL",1207.661
"353",2018-01-05,"M1BR0RL",1210.428
"354",2018-01-08,"M1BR0RL",1204.307
"355",2018-01-09,"M1BR0RL",1184.46
"356",2018-01-10,"M1BR0RL",1180.229
"357",2018-01-11,"M1BR0RL",1203.733
"358",2018-01-12,"M1BR0RL",1194.375
"359",2018-01-15,"M1BR0RL",1223.344
"360",2018-01-16,"M1BR0RL",1185.845
"361",2018-01-17,"M1BR0RL",1186.03
"362",2018-01-18,"M1BR0RL",1211.736
"363",2018-01-19,"M1BR0RL",1216.213
"364",2018-01-22,"M1BR0RL",1213.604
"365",2018-01-23,"M1BR0RL",1183.198
"366",2018-01-24,"M1BR0RL",1226.178
"367",2018-01-25,"M1BR0RL",1242.671
"368",2018-01-26,"M1BR0RL",1270.363
"369",2018-01-29,"M1BR0RL",1257.886
"370",2018-01-30,"M1BR0RL",1254.842
"371",2018-01-31,"M1BR0RL",1251.892
"372",2018-02-01,"M1BR0RL",1289.134
"373",2018-02-02,"M1BR0RL",1248.132
"374",2018-02-05,"M1BR0RL",1203.91
"375",2018-02-06,"M1BR0RL",1177.961
"376",2018-02-07,"M1BR0RL",1167.303
"377",2018-02-08,"M1BR0RL",1139.812
"378",2018-02-09,"M1BR0RL",1122.282
"379",2018-02-12,"M1BR0RL",1121.142
"380",2018-02-13,"M1BR0RL",1121.142
"381",2018-02-14,"M1BR0RL",1166.27
"382",2018-02-15,"M1BR0RL",1162.241
"383",2018-02-16,"M1BR0RL",1168.657
"384",2018-02-19,"M1BR0RL",1154.608
"385",2018-02-20,"M1BR0RL",1147.932
"386",2018-02-21,"M1BR0RL",1157.635
"387",2018-02-22,"M1BR0RL",1157.295
"388",2018-02-23,"M1BR0RL",1185.209
"389",2018-02-26,"M1BR0RL",1193.148
"390",2018-02-27,"M1BR0RL",1162.352
"391",2018-02-28,"M1BR0RL",1150.572
"392",2018-03-01,"M1BR0RL",1130.141
"393",2018-03-02,"M1BR0RL",1137.321
"394",2018-03-05,"M1BR0RL",1142.525
"395",2018-03-06,"M1BR0RL",1135.499
"396",2018-03-07,"M1BR0RL",1132.587
"397",2018-03-08,"M1BR0RL",1122.758
"398",2018-03-09,"M1BR0RL",1142.667
"399",2018-03-12,"M1BR0RL",1133.8
"400",2018-03-13,"M1BR0RL",1133.01
"401",2018-03-14,"M1BR0RL",1127.638
"402",2018-03-15,"M1BR0RL",1097.561
"403",2018-03-16,"M1BR0RL",1070.753
"404",2018-03-19,"M1BR0RL",1070.965
"405",2018-03-20,"M1BR0RL",1069.355
"406",2018-03-21,"M1BR0RL",1074.219
"407",2018-03-22,"M1BR0RL",1108.861
"408",2018-03-23,"M1BR0RL",1092.658
"409",2018-03-26,"M1BR0RL",1095.088
"410",2018-03-27,"M1BR0RL",1090.789
"411",2018-03-28,"M1BR0RL",1081.178
"412",2018-03-29,"M1BR0RL",1099.033
"413",2018-03-30,"M1BR0RL",1099.033
"414",2018-04-02,"M1BR0RL",1088.42
"415",2018-04-03,"M1BR0RL",1079.392
"416",2018-04-04,"M1BR0RL",1059.322
"417",2018-04-05,"M1BR0RL",1071.693
"418",2018-04-06,"M1BR0RL",1060.086
"419",2018-04-09,"M1BR0RL",1043.11
"420",2018-04-10,"M1BR0RL",1044.523
"421",2018-04-11,"M1BR0RL",1041.301
"422",2018-04-12,"M1BR0RL",1053.343
"423",2018-04-13,"M1BR0RL",1038.371
"424",2018-04-16,"M1BR0RL",1008.204
"425",2018-04-17,"M1BR0RL",1024.687
"426",2018-04-18,"M1BR0RL",1039.235
"427",2018-04-19,"M1BR0RL",1035.667
"428",2018-04-20,"M1BR0RL",1021.46
"429",2018-04-23,"M1BR0RL",1011.938
"430",2018-04-24,"M1BR0RL",982.6112
"431",2018-04-25,"M1BR0RL",979.4977
"432",2018-04-26,"M1BR0RL",1007.79
"433",2018-04-27,"M1BR0RL",1008.396
"434",2018-04-30,"M1BR0RL",993.9912
"435",2018-05-01,"M1BR0RL",988.521
"436",2018-05-02,"M1BR0RL",948.7191
"437",2018-05-03,"M1BR0RL",930.8027
"438",2018-05-04,"M1BR0RL",957.5685
"439",2018-05-07,"M1BR0RL",933.0225
"440",2018-05-08,"M1BR0RL",904.3463
"441",2018-05-09,"M1BR0RL",903.2521
"442",2018-05-10,"M1BR0RL",943.3356
"443",2018-05-11,"M1BR0RL",910.1923
"444",2018-05-14,"M1BR0RL",880.9203
"445",2018-05-15,"M1BR0RL",889.204
"446",2018-05-16,"M1BR0RL",885.8375
"447",2018-05-17,"M1BR0RL",851.4885
"448",2018-05-18,"M1BR0RL",834.7562
"449",2018-05-21,"M1BR0RL",854.9927
"450",2018-05-22,"M1BR0RL",894.1243
"451",2018-05-23,"M1BR0RL",878.8279
"452",2018-05-24,"M1BR0RL",898.371
"453",2018-05-25,"M1BR0RL",889.3499
"454",2018-05-28,"M1BR0RL",838.9111
"455",2018-05-29,"M1BR0RL",833.3579
"456",2018-05-30,"M1BR0RL",851.6323
"457",2018-05-31,"M1BR0RL",856.1718
"458",2018-06-01,"M1BR0RL",854.5859
"459",2018-06-04,"M1BR0RL",867.9784
"460",2018-06-05,"M1BR0RL",828.2845
"461",2018-06-06,"M1BR0RL",803.0262
"462",2018-06-07,"M1BR0RL",769.8069
"463",2018-06-08,"M1BR0RL",809.1736
"464",2018-06-11,"M1BR0RL",816.7794
"465",2018-06-12,"M1BR0RL",807.7538
"466",2018-06-13,"M1BR0RL",798.1622
"467",2018-06-14,"M1BR0RL",776.3773
"468",2018-06-15,"M1BR0RL",763.2593
"469",2018-06-18,"M1BR0RL",749.5162
"470",2018-06-19,"M1BR0RL",773.8663
"471",2018-06-20,"M1BR0RL",772.259
"472",2018-06-21,"M1BR0RL",744.2265
"473",2018-06-22,"M1BR0RL",760.3011
"474",2018-06-25,"M1BR0RL",771.7182
"475",2018-06-26,"M1BR0RL",823.9641
"476",2018-06-27,"M1BR0RL",790.0683
"477",2018-06-28,"M1BR0RL",789.1087
"478",2018-06-29,"M1BR0RL",792.7745
"479",2018-07-02,"M1BR0RL",772.9851
"480",2018-07-03,"M1BR0RL",784.1591
"481",2018-07-04,"M1BR0RL",795.1551
"482",2018-07-05,"M1BR0RL",791.3623
"483",2018-07-06,"M1BR0RL",793.481
"484",2018-07-09,"M1BR0RL",806.9449
"485",2018-07-10,"M1BR0RL",809.3571
"486",2018-07-11,"M1BR0RL",811.2405
"487",2018-07-12,"M1BR0RL",822.7213
"488",2018-07-13,"M1BR0RL",841.3977
"489",2018-07-16,"M1BR0RL",822.4679
"490",2018-07-17,"M1BR0RL",839.5355
"491",2018-07-18,"M1BR0RL",839.5163
"492",2018-07-19,"M1BR0RL",830.0862
"493",2018-07-20,"M1BR0RL",862.2012
"494",2018-07-23,"M1BR0RL",844.639
"495",2018-07-24,"M1BR0RL",878.8058
"496",2018-07-25,"M1BR0RL",880.2021
"497",2018-07-26,"M1BR0RL",854.8785
"498",2018-07-27,"M1BR0RL",859.1296
"499",2018-07-30,"M1BR0RL",853.6931
"500",2018-07-31,"M1BR0RL",842.9521
"501",2018-08-01,"M1BR0RL",857.6463
"502",2018-08-02,"M1BR0RL",853.0966
"503",2018-08-03,"M1BR0RL",883.6532
"504",2018-08-06,"M1BR0RL",873.566
"505",2018-08-07,"M1BR0RL",855.2717
"506",2018-08-08,"M1BR0RL",823.7171
"507",2018-08-09,"M1BR0RL",805.2641
"508",2018-08-10,"M1BR0RL",776.6263
"509",2018-08-13,"M1BR0RL",775.1417
"510",2018-08-14,"M1BR0RL",796.1816
"511",2018-08-15,"M1BR0RL",777.3011
"512",2018-08-16,"M1BR0RL",784.6307
"513",2018-08-17,"M1BR0RL",756.107
"514",2018-08-20,"M1BR0RL",755.7935
"515",2018-08-21,"M1BR0RL",727.4897
"516",2018-08-22,"M1BR0RL",726.408
"517",2018-08-23,"M1BR0RL",709.4049
"518",2018-08-24,"M1BR0RL",715.4704
"519",2018-08-27,"M1BR0RL",742.042
"520",2018-08-28,"M1BR0RL",724.7091
"521",2018-08-29,"M1BR0RL",731.0759
"522",2018-08-30,"M1BR0RL",705.7103
"523",2018-08-31,"M1BR0RL",709.3616
"524",2018-09-03,"M1BR0RL",705.4414
"525",2018-09-04,"M1BR0RL",694.8815
"526",2018-09-05,"M1BR0RL",696.5421
"527",2018-09-06,"M1BR0RL",708.832
"528",2018-09-07,"M1BR0RL",726.0007
"529",2018-09-10,"M1BR0RL",724.8954
"530",2018-09-11,"M1BR0RL",688.7953
"531",2018-09-12,"M1BR0RL",709.4587
"532",2018-09-13,"M1BR0RL",699.2125
"533",2018-09-14,"M1BR0RL",695.4778
"534",2018-09-17,"M1BR0RL",722.4417
"535",2018-09-18,"M1BR0RL",736.362
"536",2018-09-19,"M1BR0RL",728.5324
"537",2018-09-20,"M1BR0RL",731.8811
"538",2018-09-21,"M1BR0RL",754.2225
"539",2018-09-24,"M1BR0RL",734.2196
"540",2018-09-25,"M1BR0RL",716.0742
"541",2018-09-26,"M1BR0RL",734.4645
"542",2018-09-27,"M1BR0RL",767.5091
"543",2018-09-28,"M1BR0RL",757.1454
"544",2018-10-01,"M1BR0RL",744.8694
"545",2018-10-02,"M1BR0RL",793.672
"546",2018-10-03,"M1BR0RL",843.7624
"547",2018-10-04,"M1BR0RL",841.079
"548",2018-10-05,"M1BR0RL",840.5691
"549",2018-10-08,"M1BR0RL",927.0631
"550",2018-10-09,"M1BR0RL",952.9904
"551",2018-10-10,"M1BR0RL",933.2866
"552",2018-10-11,"M1BR0RL",923.8805
"553",2018-10-12,"M1BR0RL",917.2744
"554",2018-10-15,"M1BR0RL",913.3243
"555",2018-10-16,"M1BR0RL",967.3048
"556",2018-10-17,"M1BR0RL",983.2276
"557",2018-10-18,"M1BR0RL",964.6151
"558",2018-10-19,"M1BR0RL",963.4514
"559",2018-10-22,"M1BR0RL",988.0092
"560",2018-10-23,"M1BR0RL",977.3658
"561",2018-10-24,"M1BR0RL",952.8739
"562",2018-10-25,"M1BR0RL",969.9818
"563",2018-10-26,"M1BR0RL",999.7289
"564",2018-10-29,"M1BR0RL",993.5188
"565",2018-10-30,"M1BR0RL",1037.411
"566",2018-10-31,"M1BR0RL",1045.173
"567",2018-11-01,"M1BR0RL",1048.589
"568",2018-11-02,"M1BR0RL",1049.34
"569",2018-11-05,"M1BR0RL",1033.312
"570",2018-11-06,"M1BR0RL",993.4073
"571",2018-11-07,"M1BR0RL",979.4342
"572",2018-11-08,"M1BR0RL",968.4033
"573",2018-11-09,"M1BR0RL",972.7491
"574",2018-11-12,"M1BR0RL",960.2843
"575",2018-11-13,"M1BR0RL",942.9468
"576",2018-11-14,"M1BR0RL",986.3838
"577",2018-11-15,"M1BR0RL",988.2474
"578",2018-11-16,"M1BR0RL",1027.557
"579",2018-11-19,"M1BR0RL",1005.796
"580",2018-11-20,"M1BR0RL",1002.333
"581",2018-11-21,"M1BR0RL",996.6992
"582",2018-11-22,"M1BR0RL",995.151
"583",2018-11-23,"M1BR0RL",998.2003
