date,Name,BDH_Value,Return
9/14/2016,M3TH0RL,918.1102,-0.153687562
9/15/2016,M3TH0RL,929.7952,0.01272723
9/16/2016,M3TH0RL,946.3737,0.017830271
9/19/2016,M3TH0RL,969.029,0.023939063
9/20/2016,M3TH0RL,941.3535,-0.028560033
9/21/2016,M3TH0RL,950.663,0.009889484
9/22/2016,M3TH0RL,974.2594,0.024820993
9/23/2016,M3TH0RL,961.2809,-0.013321401
9/26/2016,M3TH0RL,966.6653,0.005601276
9/27/2016,M3TH0RL,980.1734,0.013973916
9/28/2016,M3TH0RL,954.2328,-0.026465317
9/29/2016,M3TH0RL,961.9053,0.008040491
9/30/2016,M3TH0RL,965.8423,0.004092919
10/3/2016,M3TH0RL,962.2525,-0.003716756
10/4/2016,M3TH0RL,977.1501,0.015482007
10/5/2016,M3TH0RL,961.4444,-0.016072966
10/6/2016,M3TH0RL,943.5836,-0.018577049
10/7/2016,M3TH0RL,946.4279,0.003014359
10/10/2016,M3TH0RL,913.3193,-0.034982697
10/11/2016,M3TH0RL,882.705,-0.033519822
10/12/2016,M3TH0RL,832.6422,-0.056715211
10/13/2016,M3TH0RL,860.7056,0.033704033
10/14/2016,M3TH0RL,931.2545,0.081966354
10/17/2016,M3TH0RL,915.9345,-0.016450927
10/18/2016,M3TH0RL,926.4912,0.011525606
10/19/2016,M3TH0RL,922.2669,-0.00455946
10/20/2016,M3TH0RL,907.0032,-0.016550198
10/21/2016,M3TH0RL,927.9158,0.02305681
10/24/2016,M3TH0RL,927.9158,0
10/25/2016,M3TH0RL,929.2495,0.001437307
10/26/2016,M3TH0RL,915.4468,-0.0148536
10/27/2016,M3TH0RL,917.0096,0.001707145
10/28/2016,M3TH0RL,917.0358,2.86E-05
10/31/2016,M3TH0RL,915.2114,-0.001989453
11/1/2016,M3TH0RL,906.2781,-0.009760914
11/2/2016,M3TH0RL,902.3062,-0.00438265
11/3/2016,M3TH0RL,887.1418,-0.016806268
11/4/2016,M3TH0RL,890.8414,0.004170247
11/7/2016,M3TH0RL,890.3833,-5.14E-04
11/8/2016,M3TH0RL,904.3203,0.015652809
11/9/2016,M3TH0RL,900.6479,-0.004060951
11/10/2016,M3TH0RL,924.4727,0.026452957
11/11/2016,M3TH0RL,902.7754,-0.02346992
11/14/2016,M3TH0RL,875.0316,-0.030731675
11/15/2016,M3TH0RL,876.713,0.001921531
11/16/2016,M3TH0RL,878.587,0.00213753
11/17/2016,M3TH0RL,875.0316,-0.004046725
11/18/2016,M3TH0RL,854.9691,-0.022927743
11/21/2016,M3TH0RL,869.6437,0.017163895
11/22/2016,M3TH0RL,887.936,0.021034247
11/23/2016,M3TH0RL,892.4175,0.005047098
11/24/2016,M3TH0RL,874.4705,-0.020110542
11/25/2016,M3TH0RL,889.6412,0.017348441
11/28/2016,M3TH0RL,895.9392,0.007079258
11/29/2016,M3TH0RL,885.442,-0.01171642
11/30/2016,M3TH0RL,909.7944,0.0275031
12/1/2016,M3TH0RL,889.5914,-0.022206116
12/2/2016,M3TH0RL,879.2403,-0.011635791
12/5/2016,M3TH0RL,879.2403,0
12/6/2016,M3TH0RL,903.3635,0.027436413
12/7/2016,M3TH0RL,914.9483,0.012824074
12/8/2016,M3TH0RL,915.925,0.001067492
12/9/2016,M3TH0RL,923.0095,0.007734804
12/12/2016,M3TH0RL,923.0095,0
12/13/2016,M3TH0RL,924.1766,0.001264451
12/14/2016,M3TH0RL,915.9765,-0.008872871
12/15/2016,M3TH0RL,891.2937,-0.02694698
12/16/2016,M3TH0RL,906.5422,0.017108278
12/19/2016,M3TH0RL,912.5768,0.006656723
12/20/2016,M3TH0RL,909.0304,-0.003886139
12/21/2016,M3TH0RL,893.653,-0.016916266
12/22/2016,M3TH0RL,888.9721,-0.005237939
12/23/2016,M3TH0RL,881.9294,-0.007922296
12/26/2016,M3TH0RL,881.9294,0
12/27/2016,M3TH0RL,881.611,-3.61E-04
12/28/2016,M3TH0RL,884.9366,0.003772185
12/29/2016,M3TH0RL,906.9441,0.024869013
12/30/2016,M3TH0RL,910.4771,0.003895499
1/2/2017,M3TH0RL,910.4771,0
1/3/2017,M3TH0RL,910.4771,0
1/4/2017,M3TH0RL,910.35,-1.40E-04
1/5/2017,M3TH0RL,911.0623,7.82E-04
1/6/2017,M3TH0RL,917.7685,0.007360858
1/9/2017,M3TH0RL,908.0002,-0.010643534
1/10/2017,M3TH0RL,911.762,0.004142951
1/11/2017,M3TH0RL,900.4051,-0.012455992
1/12/2017,M3TH0RL,909.5694,0.010177974
1/13/2017,M3TH0RL,912.6495,0.003386328
1/16/2017,M3TH0RL,895.6153,-0.018664559
1/17/2017,M3TH0RL,895.1491,-5.21E-04
1/18/2017,M3TH0RL,894.8956,-2.83E-04
1/19/2017,M3TH0RL,901.2953,0.007151337
1/20/2017,M3TH0RL,896.374,-0.005460253
1/23/2017,M3TH0RL,903.5428,0.007997555
1/24/2017,M3TH0RL,913.0541,0.010526673
1/25/2017,M3TH0RL,917.0651,0.004392949
1/26/2017,M3TH0RL,944.9927,0.030453236
1/27/2017,M3TH0RL,944.3232,-7.08E-04
1/30/2017,M3TH0RL,928.3575,-0.016907029
1/31/2017,M3TH0RL,921.9258,-0.006928042
2/1/2017,M3TH0RL,911.9542,-0.010816055
2/2/2017,M3TH0RL,917.4803,0.006059624
2/3/2017,M3TH0RL,917.3495,-1.43E-04
2/6/2017,M3TH0RL,914.6234,-0.002971714
2/7/2017,M3TH0RL,909.522,-0.005577596
2/8/2017,M3TH0RL,913.8275,0.004733805
2/9/2017,M3TH0RL,915.0806,0.001371265
2/10/2017,M3TH0RL,909.4831,-0.006116948
2/13/2017,M3TH0RL,909.4831,0
2/14/2017,M3TH0RL,903.3379,-0.006756805
2/15/2017,M3TH0RL,894.3076,-0.009996592
2/16/2017,M3TH0RL,890.7778,-0.003946964
2/17/2017,M3TH0RL,894.8699,0.00459385
2/20/2017,M3TH0RL,893.7971,-0.001198833
2/21/2017,M3TH0RL,885.3949,-0.009400568
2/22/2017,M3TH0RL,885.9006,5.71E-04
2/23/2017,M3TH0RL,915.4075,0.033307236
2/24/2017,M3TH0RL,908.873,-0.007138351
2/27/2017,M3TH0RL,898.7355,-0.011153924
2/28/2017,M3TH0RL,905.2789,0.007280674
3/1/2017,M3TH0RL,919.7097,0.015940723
3/2/2017,M3TH0RL,911.1073,-0.009353386
3/3/2017,M3TH0RL,912.9289,0.001999325
3/6/2017,M3TH0RL,910.249,-0.002935497
3/7/2017,M3TH0RL,917.0881,0.007513439
3/8/2017,M3TH0RL,920.945,0.004205594
3/9/2017,M3TH0RL,914.0693,-0.007465918
3/10/2017,M3TH0RL,908.927,-0.005625722
3/13/2017,M3TH0RL,918.9896,0.011070856
3/14/2017,M3TH0RL,919.1717,1.98E-04
3/15/2017,M3TH0RL,921.6641,0.002711572
3/16/2017,M3TH0RL,934.5835,0.014017471
3/17/2017,M3TH0RL,935.5573,0.001041961
3/20/2017,M3TH0RL,926.6631,-0.009506847
3/21/2017,M3TH0RL,936.2177,0.010310759
3/22/2017,M3TH0RL,944.8298,0.009198822
3/23/2017,M3TH0RL,944.8571,2.89E-05
3/24/2017,M3TH0RL,928.6022,-0.017203554
3/27/2017,M3TH0RL,939.8684,0.012132429
3/28/2017,M3TH0RL,955.6739,0.016816716
3/29/2017,M3TH0RL,951.0033,-0.004887232
3/30/2017,M3TH0RL,951.1552,1.60E-04
3/31/2017,M3TH0RL,948.8437,-0.002430203
4/3/2017,M3TH0RL,949.189,3.64E-04
4/4/2017,M3TH0RL,951.4177,0.002348004
4/5/2017,M3TH0RL,960.657,0.009711087
4/6/2017,M3TH0RL,960.657,0
4/7/2017,M3TH0RL,954.8534,-0.006041282
4/10/2017,M3TH0RL,954.219,-6.64E-04
4/11/2017,M3TH0RL,955.4609,0.001301483
4/12/2017,M3TH0RL,970.3932,0.015628374
4/13/2017,M3TH0RL,970.3932,0
4/14/2017,M3TH0RL,970.3932,0
4/17/2017,M3TH0RL,964.2598,-0.006320531
4/18/2017,M3TH0RL,961.2996,-0.00306992
4/19/2017,M3TH0RL,964.5108,0.003340478
4/20/2017,M3TH0RL,965.9148,0.00145566
4/21/2017,M3TH0RL,969.2497,0.003452582
4/24/2017,M3TH0RL,970.0962,8.73E-04
4/25/2017,M3TH0RL,964.7913,-0.005468427
4/26/2017,M3TH0RL,1008.973,0.045794049
4/27/2017,M3TH0RL,1003.859,-0.00506852
4/28/2017,M3TH0RL,996.5848,-0.007246237
5/1/2017,M3TH0RL,996.5848,0
5/2/2017,M3TH0RL,999.0398,0.002463413
5/3/2017,M3TH0RL,991.4327,-0.007614411
5/4/2017,M3TH0RL,987.8515,-0.003612146
5/5/2017,M3TH0RL,994.1418,0.006367657
5/8/2017,M3TH0RL,998.7017,0.00458677
5/9/2017,M3TH0RL,991.5682,-0.007142773
5/10/2017,M3TH0RL,991.5682,0
5/11/2017,M3TH0RL,1004.107,0.012645424
5/12/2017,M3TH0RL,1021.664,0.017485188
5/15/2017,M3TH0RL,1035.379,0.013424179
5/16/2017,M3TH0RL,1039.522,0.004001433
5/17/2017,M3TH0RL,1077.194,0.036239733
5/18/2017,M3TH0RL,1094.94,0.016474284
5/19/2017,M3TH0RL,1094.059,-8.05E-04
5/22/2017,M3TH0RL,1105.991,0.010906176
5/23/2017,M3TH0RL,1101.482,-0.004076887
5/24/2017,M3TH0RL,1119.081,0.015977565
5/25/2017,M3TH0RL,1120.197,9.97E-04
5/26/2017,M3TH0RL,1126.763,0.005861469
5/29/2017,M3TH0RL,1123.627,-0.002783194
5/30/2017,M3TH0RL,1119.435,-0.003730775
5/31/2017,M3TH0RL,1113.302,-0.005478657
6/1/2017,M3TH0RL,1127.175,0.012461129
6/2/2017,M3TH0RL,1121.983,-0.004606206
6/5/2017,M3TH0RL,1157.171,0.031362329
6/6/2017,M3TH0RL,1156.644,-4.55E-04
6/7/2017,M3TH0RL,1203.981,0.040926162
6/8/2017,M3TH0RL,1205.546,0.001299854
6/9/2017,M3TH0RL,1171.824,-0.027972388
6/12/2017,M3TH0RL,1159.179,-0.01079087
6/13/2017,M3TH0RL,1158.363,-7.04E-04
6/14/2017,M3TH0RL,1172.979,0.012617806
6/15/2017,M3TH0RL,1162.591,-0.008856084
6/16/2017,M3TH0RL,1163.104,4.41E-04
6/19/2017,M3TH0RL,1168.366,0.004524101
6/20/2017,M3TH0RL,1137.208,-0.026668013
6/21/2017,M3TH0RL,1140.781,0.003141905
6/22/2017,M3TH0RL,1124.377,-0.014379622
6/23/2017,M3TH0RL,1121.371,-0.002673481
6/26/2017,M3TH0RL,1137.392,0.014286975
6/27/2017,M3TH0RL,1159.114,0.019098077
6/28/2017,M3TH0RL,1140.446,-0.016105405
6/29/2017,M3TH0RL,1166.646,0.022973468
6/30/2017,M3TH0RL,1171.218,0.003918927
7/3/2017,M3TH0RL,1166.303,-0.004196486
7/4/2017,M3TH0RL,1177.941,0.009978539
7/5/2017,M3TH0RL,1181.208,0.002773484
7/6/2017,M3TH0RL,1172.168,-0.007653182
7/7/2017,M3TH0RL,1179.528,0.006278963
7/10/2017,M3TH0RL,1179.528,0
7/11/2017,M3TH0RL,1170.45,-0.007696299
7/12/2017,M3TH0RL,1160.49,-0.008509548
7/13/2017,M3TH0RL,1158.875,-0.001391654
7/14/2017,M3TH0RL,1149.401,-0.00817517
7/17/2017,M3TH0RL,1154.293,0.00425613
7/18/2017,M3TH0RL,1149.917,-0.003791065
7/19/2017,M3TH0RL,1162.257,0.010731209
7/20/2017,M3TH0RL,1177.038,0.012717497
7/21/2017,M3TH0RL,1189.425,0.010523874
7/24/2017,M3TH0RL,1182.605,-0.005733863
7/25/2017,M3TH0RL,1193.363,0.009096867
7/26/2017,M3TH0RL,1192.507,-7.17E-04
7/27/2017,M3TH0RL,1177.177,-0.01285527
7/28/2017,M3TH0RL,1177.177,0
7/31/2017,M3TH0RL,1199.943,0.019339488
8/1/2017,M3TH0RL,1191.006,-0.007447854
8/2/2017,M3TH0RL,1191.006,0
8/3/2017,M3TH0RL,1187.583,-0.002874041
8/4/2017,M3TH0RL,1200.809,0.011136906
8/7/2017,M3TH0RL,1202.399,0.001324107
8/8/2017,M3TH0RL,1178.911,-0.019534281
8/9/2017,M3TH0RL,1178.592,-2.71E-04
8/10/2017,M3TH0RL,1183.62,0.004266107
8/11/2017,M3TH0RL,1183.977,3.02E-04
8/14/2017,M3TH0RL,1183.977,0
8/15/2017,M3TH0RL,1161.323,-0.019133818
8/16/2017,M3TH0RL,1151.996,-0.008031357
8/17/2017,M3TH0RL,1144.347,-0.00663978
8/18/2017,M3TH0RL,1141.607,-0.002394379
8/21/2017,M3TH0RL,1165.675,0.021082562
8/22/2017,M3TH0RL,1144.742,-0.017957836
8/23/2017,M3TH0RL,1149.579,0.004225406
8/24/2017,M3TH0RL,1171.633,0.019184414
8/25/2017,M3TH0RL,1160.103,-0.009840966
8/28/2017,M3TH0RL,1189.013,0.024920201
8/29/2017,M3TH0RL,1247.286,0.049009557
8/30/2017,M3TH0RL,1240.897,-0.005122322
8/31/2017,M3TH0RL,1245.783,0.003937474
9/1/2017,M3TH0RL,1233.735,-0.009671026
9/4/2017,M3TH0RL,1255.058,0.01728329
9/5/2017,M3TH0RL,1251.051,-0.003192681
9/6/2017,M3TH0RL,1239.185,-0.009484825
9/7/2017,M3TH0RL,1250.302,0.008971219
9/8/2017,M3TH0RL,1241.057,-0.007394214
9/11/2017,M3TH0RL,1252.939,0.009574097
9/12/2017,M3TH0RL,1240.532,-0.009902318
9/13/2017,M3TH0RL,1241.619,8.76E-04
9/14/2017,M3TH0RL,1284.256,0.034339842
9/15/2017,M3TH0RL,1268.242,-0.012469476
9/18/2017,M3TH0RL,1293.911,0.020239828
9/19/2017,M3TH0RL,1311.279,0.013422871
9/20/2017,M3TH0RL,1324.705,0.010238858
9/21/2017,M3TH0RL,1309.102,-0.011778471
9/22/2017,M3TH0RL,1336.321,0.020792116
9/25/2017,M3TH0RL,1306.147,-0.022579904
9/26/2017,M3TH0RL,1307.327,9.03E-04
9/27/2017,M3TH0RL,1336.721,0.022484046
9/28/2017,M3TH0RL,1320.218,-0.012345882
9/29/2017,M3TH0RL,1343.731,0.017809937
10/2/2017,M3TH0RL,1387.777,0.032778882
10/3/2017,M3TH0RL,1356.869,-0.02227159
10/4/2017,M3TH0RL,1360.448,0.00263769
10/5/2017,M3TH0RL,1357.058,-0.002491826
10/6/2017,M3TH0RL,1361.591,0.003340314
10/9/2017,M3TH0RL,1355.026,-0.004821565
10/10/2017,M3TH0RL,1373.567,0.013683132
10/11/2017,M3TH0RL,1370.608,-0.002154245
10/12/2017,M3TH0RL,1379.708,0.006639389
10/13/2017,M3TH0RL,1379.708,0
10/16/2017,M3TH0RL,1402.884,0.016797757
10/17/2017,M3TH0RL,1384.046,-0.013428052
10/18/2017,M3TH0RL,1351.838,-0.023270903
10/19/2017,M3TH0RL,1317.712,-0.025244149
10/20/2017,M3TH0RL,1363.767,0.034950733
10/23/2017,M3TH0RL,1363.767,0
10/24/2017,M3TH0RL,1355.149,-0.006319261
10/25/2017,M3TH0RL,1361.96,0.005026016
10/26/2017,M3TH0RL,1361.96,0
10/27/2017,M3TH0RL,1363.002,7.65E-04
10/30/2017,M3TH0RL,1378.011,0.011011723
10/31/2017,M3TH0RL,1374.932,-0.00223438
11/1/2017,M3TH0RL,1374.124,-5.88E-04
11/2/2017,M3TH0RL,1365.66,-0.006159561
11/3/2017,M3TH0RL,1379.083,0.009828947
11/6/2017,M3TH0RL,1403.832,0.017945983
11/7/2017,M3TH0RL,1399.077,-0.003387157
11/8/2017,M3TH0RL,1440.015,0.02926072
11/9/2017,M3TH0RL,1435.894,-0.002861776
11/10/2017,M3TH0RL,1400.555,-0.024611148
11/13/2017,M3TH0RL,1394.198,-0.004538915
11/14/2017,M3TH0RL,1428.512,0.024611999
11/15/2017,M3TH0RL,1422.408,-0.004272978
11/16/2017,M3TH0RL,1447.006,0.01729321
11/17/2017,M3TH0RL,1486.384,0.027213432
11/20/2017,M3TH0RL,1473.089,-0.008944526
11/21/2017,M3TH0RL,1467.652,-0.003690884
11/22/2017,M3TH0RL,1474.665,0.004778381
11/23/2017,M3TH0RL,1463.13,-0.007822116
11/24/2017,M3TH0RL,1441.381,-0.014864708
11/27/2017,M3TH0RL,1447.326,0.004124517
11/28/2017,M3TH0RL,1446.471,-5.91E-04
11/29/2017,M3TH0RL,1448.695,0.001537535
11/30/2017,M3TH0RL,1416.098,-0.022500941
12/1/2017,M3TH0RL,1422.456,0.004489802
12/4/2017,M3TH0RL,1413.865,-0.006039554
12/5/2017,M3TH0RL,1413.865,0
12/6/2017,M3TH0RL,1387.437,-0.018692025
12/7/2017,M3TH0RL,1404.194,0.012077666
12/8/2017,M3TH0RL,1402.368,-0.00130039
12/11/2017,M3TH0RL,1402.368,0
12/12/2017,M3TH0RL,1388.076,-0.010191334
12/13/2017,M3TH0RL,1428.392,0.029044519
12/14/2017,M3TH0RL,1433.231,0.003387725
12/15/2017,M3TH0RL,1453.558,0.01418264
12/18/2017,M3TH0RL,1466.719,0.009054334
12/19/2017,M3TH0RL,1445.555,-0.014429485
12/20/2017,M3TH0RL,1448.177,0.001813836
12/21/2017,M3TH0RL,1435.011,-0.00909143
12/22/2017,M3TH0RL,1451.235,0.011305837
12/25/2017,M3TH0RL,1451.235,0
12/26/2017,M3TH0RL,1471.809,0.014176891
12/27/2017,M3TH0RL,1493.711,0.014881007
12/28/2017,M3TH0RL,1486.691,-0.004699704
12/29/2017,M3TH0RL,1502.878,0.010887938
1/1/2018,M3TH0RL,1502.878,0
1/2/2018,M3TH0RL,1502.878,0
1/3/2018,M3TH0RL,1520.347,0.011623698
1/4/2018,M3TH0RL,1510.751,-0.006311717
1/5/2018,M3TH0RL,1484.012,-0.017699144
1/8/2018,M3TH0RL,1461.73,-0.015014703
1/9/2018,M3TH0RL,1455.828,-0.004037681
1/10/2018,M3TH0RL,1465.823,0.006865509
1/11/2018,M3TH0RL,1472.236,0.004375017
1/12/2018,M3TH0RL,1487.096,0.01009349
1/15/2018,M3TH0RL,1499.364,0.008249636
1/16/2018,M3TH0RL,1510.032,0.007115017
1/17/2018,M3TH0RL,1537.478,0.018175774
1/18/2018,M3TH0RL,1533.702,-0.00245597
1/19/2018,M3TH0RL,1550.351,0.010855433
1/22/2018,M3TH0RL,1542.305,-0.005189793
1/23/2018,M3TH0RL,1520.234,-0.014310399
1/24/2018,M3TH0RL,1534.31,0.009259101
1/25/2018,M3TH0RL,1551.307,0.011077944
1/26/2018,M3TH0RL,1570.984,0.012684143
1/29/2018,M3TH0RL,1540.555,-0.019369389
1/30/2018,M3TH0RL,1512.646,-0.018116198
1/31/2018,M3TH0RL,1522.544,0.006543501
2/1/2018,M3TH0RL,1530.25,0.005061266
2/2/2018,M3TH0RL,1510.479,-0.012920111
2/5/2018,M3TH0RL,1499.213,-0.007458561
2/6/2018,M3TH0RL,1489.154,-0.00670952
2/7/2018,M3TH0RL,1474.44,-0.009880778
2/8/2018,M3TH0RL,1501.247,0.01818114
2/9/2018,M3TH0RL,1489.29,-0.007964712
2/12/2018,M3TH0RL,1531.962,0.028652579
2/13/2018,M3TH0RL,1509.284,-0.014803239
2/14/2018,M3TH0RL,1511.035,0.001160153
2/15/2018,M3TH0RL,1528.839,0.011782652
2/16/2018,M3TH0RL,1535.147,0.004126007
2/19/2018,M3TH0RL,1531.9,-0.002115107
2/20/2018,M3TH0RL,1509.284,-0.014763366
2/21/2018,M3TH0RL,1518.765,0.006281787
2/22/2018,M3TH0RL,1510.487,-0.005450481
2/23/2018,M3TH0RL,1534.031,0.015587026
2/26/2018,M3TH0RL,1564.317,0.019742756
2/27/2018,M3TH0RL,1539.414,-0.015919408
2/28/2018,M3TH0RL,1542.028,0.001698049
3/1/2018,M3TH0RL,1542.028,0
3/2/2018,M3TH0RL,1520.818,-0.013754614
3/5/2018,M3TH0RL,1512.886,-0.005215614
3/6/2018,M3TH0RL,1468.348,-0.029439099
3/7/2018,M3TH0RL,1499.136,0.020967781
3/8/2018,M3TH0RL,1423.512,-0.050445056
3/9/2018,M3TH0RL,1442.28,0.013184293
3/12/2018,M3TH0RL,1467.512,0.017494523
3/13/2018,M3TH0RL,1470.8,0.002240527
3/14/2018,M3TH0RL,1495.454,0.016762306
3/15/2018,M3TH0RL,1466.064,-0.019652895
3/16/2018,M3TH0RL,1464.419,-0.001122052
3/19/2018,M3TH0RL,1463.246,-8.01E-04
3/20/2018,M3TH0RL,1437.249,-0.017766664
3/21/2018,M3TH0RL,1444.609,0.005120894
3/22/2018,M3TH0RL,1446.245,0.001132486
3/23/2018,M3TH0RL,1434.948,-0.007811263
3/26/2018,M3TH0RL,1443.708,0.006104751
3/27/2018,M3TH0RL,1446.926,0.002228983
3/28/2018,M3TH0RL,1461.607,0.010146338
3/29/2018,M3TH0RL,1442.299,-0.013210117
3/30/2018,M3TH0RL,1433.112,-0.006369692
4/2/2018,M3TH0RL,1424.343,-0.006118852
4/3/2018,M3TH0RL,1381.527,-0.030060175
4/4/2018,M3TH0RL,1389.179,0.005538799
4/5/2018,M3TH0RL,1417.459,0.020357348
4/6/2018,M3TH0RL,1417.459,0
4/9/2018,M3TH0RL,1428.519,0.007802695
4/10/2018,M3TH0RL,1490.616,0.043469495
4/11/2018,M3TH0RL,1488.399,-0.001487305
4/12/2018,M3TH0RL,1482.839,-0.003735557
4/13/2018,M3TH0RL,1482.839,0
4/16/2018,M3TH0RL,1482.839,0
4/17/2018,M3TH0RL,1454.276,-0.019262374
4/18/2018,M3TH0RL,1448.282,-0.004121639
4/19/2018,M3TH0RL,1471.53,0.016052122
4/20/2018,M3TH0RL,1467.512,-0.002730491
4/23/2018,M3TH0RL,1454.105,-0.009135871
4/24/2018,M3TH0RL,1489.796,0.024544995
4/25/2018,M3TH0RL,1461.83,-0.018771698
4/26/2018,M3TH0RL,1475.492,0.00934582
4/27/2018,M3TH0RL,1477.703,0.001498483
4/30/2018,M3TH0RL,1470.006,-0.00520876
5/1/2018,M3TH0RL,1470.006,0
5/2/2018,M3TH0RL,1444.023,-0.017675438
5/3/2018,M3TH0RL,1424.982,-0.013186078
5/4/2018,M3TH0RL,1428.642,0.002568453
5/7/2018,M3TH0RL,1393.486,-0.024607984
5/8/2018,M3TH0RL,1408.871,0.011040656
5/9/2018,M3TH0RL,1396.927,-0.00847771
5/10/2018,M3TH0RL,1379.878,-0.012204646
5/11/2018,M3TH0RL,1416.034,0.026202316
5/14/2018,M3TH0RL,1417.147,7.86E-04
5/15/2018,M3TH0RL,1403.49,-0.009636968
5/16/2018,M3TH0RL,1380.698,-0.016239517
5/17/2018,M3TH0RL,1383.927,0.002338672
5/18/2018,M3TH0RL,1360.074,-0.017235736
5/21/2018,M3TH0RL,1381.513,0.015763113
5/22/2018,M3TH0RL,1375.398,-0.004426307
5/23/2018,M3TH0RL,1385.489,0.007336785
5/24/2018,M3TH0RL,1367.291,-0.013134713
5/25/2018,M3TH0RL,1395.148,0.020373863
5/28/2018,M3TH0RL,1405.787,0.007625714
5/29/2018,M3TH0RL,1405.787,0
5/30/2018,M3TH0RL,1386.676,-0.01359452
5/31/2018,M3TH0RL,1369.428,-0.012438378
6/1/2018,M3TH0RL,1371.797,0.001729919
6/4/2018,M3TH0RL,1389.896,0.013193643
6/5/2018,M3TH0RL,1397.18,0.00524068
6/6/2018,M3TH0RL,1399.37,0.001567443
6/7/2018,M3TH0RL,1376.792,-0.016134403
6/8/2018,M3TH0RL,1344.939,-0.023135666
6/11/2018,M3TH0RL,1338.586,-0.004723634
6/12/2018,M3TH0RL,1320.346,-0.013626319
6/13/2018,M3TH0RL,1327.672,0.005548546
6/14/2018,M3TH0RL,1316.156,-0.008673829
6/15/2018,M3TH0RL,1307.004,-0.006953583
6/18/2018,M3TH0RL,1283.684,-0.017842333
6/19/2018,M3TH0RL,1245.854,-0.02946987
6/20/2018,M3TH0RL,1257.694,0.009503521
6/21/2018,M3TH0RL,1261.384,0.002933941
6/22/2018,M3TH0RL,1249.729,-0.009239851
6/25/2018,M3TH0RL,1248.592,-9.10E-04
6/26/2018,M3TH0RL,1254.398,0.004650038
6/27/2018,M3TH0RL,1254.758,2.87E-04
6/28/2018,M3TH0RL,1256.398,0.001307025
6/29/2018,M3TH0RL,1242.922,-0.010725901
7/2/2018,M3TH0RL,1249.107,0.004976177
7/3/2018,M3TH0RL,1260.313,0.008971209
7/4/2018,M3TH0RL,1280.445,0.01597381
7/5/2018,M3TH0RL,1277.267,-0.00248195
7/6/2018,M3TH0RL,1286.315,0.007083875
7/9/2018,M3TH0RL,1287.673,0.001055729
7/10/2018,M3TH0RL,1295.96,0.00643564
7/11/2018,M3TH0RL,1288.007,-0.006136763
7/12/2018,M3TH0RL,1298.591,0.008217347
7/13/2018,M3TH0RL,1302.743,0.003197312
7/16/2018,M3TH0RL,1292.065,-0.008196551
7/17/2018,M3TH0RL,1302.515,0.008087828
7/18/2018,M3TH0RL,1302.328,-1.44E-04
7/19/2018,M3TH0RL,1300.951,-0.001057337
7/20/2018,M3TH0RL,1326.01,0.019262063
7/23/2018,M3TH0RL,1321.208,-0.00362139
7/24/2018,M3TH0RL,1315.109,-0.00461623
7/25/2018,M3TH0RL,1347.789,0.024849651
7/26/2018,M3TH0RL,1331.05,-0.0124196
7/27/2018,M3TH0RL,1331.05,0
7/30/2018,M3TH0RL,1331.05,0
7/31/2018,M3TH0RL,1336.281,0.00392998
8/1/2018,M3TH0RL,1373.914,0.02816249
8/2/2018,M3TH0RL,1376.99,0.002238859
8/3/2018,M3TH0RL,1391.357,0.010433627
8/6/2018,M3TH0RL,1368.485,-0.016438628
8/7/2018,M3TH0RL,1378.15,0.007062555
8/8/2018,M3TH0RL,1394.795,0.012077785
8/9/2018,M3TH0RL,1395.583,5.65E-04
8/10/2018,M3TH0RL,1395.805,1.59E-04
8/13/2018,M3TH0RL,1395.805,0
8/14/2018,M3TH0RL,1379.531,-0.011659222
8/15/2018,M3TH0RL,1360.666,-0.013674937
8/16/2018,M3TH0RL,1359.407,-9.25E-04
8/17/2018,M3TH0RL,1352.716,-0.004921999
8/20/2018,M3TH0RL,1370.549,0.013183107
8/21/2018,M3TH0RL,1383.835,0.009693926
8/22/2018,M3TH0RL,1382.567,-9.16E-04
8/23/2018,M3TH0RL,1393.699,0.008051689
8/24/2018,M3TH0RL,1398.342,0.003331422
8/27/2018,M3TH0RL,1428.206,0.021356721
8/28/2018,M3TH0RL,1437.249,0.00633172
8/29/2018,M3TH0RL,1440.682,0.002388591
8/30/2018,M3TH0RL,1431.535,-0.006349076
8/31/2018,M3TH0RL,1427.279,-0.002973032
9/3/2018,M3TH0RL,1423.589,-0.002585339
9/4/2018,M3TH0RL,1420.179,-0.002395354
9/5/2018,M3TH0RL,1407.097,-0.009211515
9/6/2018,M3TH0RL,1413.931,0.004856808
9/7/2018,M3TH0RL,1414.794,6.10E-04
9/10/2018,M3TH0RL,1415.515,5.10E-04
9/11/2018,M3TH0RL,1399.412,-0.011376072
9/12/2018,M3TH0RL,1407.898,0.006063975
9/13/2018,M3TH0RL,1437.053,0.020708176
9/14/2018,M3TH0RL,1440.65,0.002503039
9/17/2018,M3TH0RL,1430.467,-0.007068337
9/18/2018,M3TH0RL,1493.166,0.04383114
9/19/2018,M3TH0RL,1472.376,-0.013923435
9/20/2018,M3TH0RL,1472.051,-2.21E-04
9/21/2018,M3TH0RL,1455.669,-0.011128691
9/24/2018,M3TH0RL,1443.83,-0.00813303
9/25/2018,M3TH0RL,1443.454,-2.60E-04
9/26/2018,M3TH0RL,1449.408,0.004124828
9/27/2018,M3TH0RL,1465.121,0.010840978
9/28/2018,M3TH0RL,1457.164,-0.005430951
